Invoice ID,Receipt ID,Invoice ID/ Name (From Priority),Invoice Issue Date,Invoice/ Receivable files,Differnce between Shipping & Invoice (ILS),Order,Shipping (Lookup),Shipping,Shipment number (Buyer's ref.),Shipping Amount,Commission from Buyer (Eur/ $),VAT Amount ₪,"Grand total, before VAT ₪",Invoice Total Amount (After VAT) ₪,Exchange Rate (EU Central Bank),Received amount ₪,Buyer Company,Supplier,Status,Invoice type,Invoice description,Invoice company (Issuer),First Created,Order line (Order Line)
"SI246000005, 10  - Order: 000234-SHF [114744],Maas Intersales, Netherlands",,SI246000005,2/5/2024,חשבונית 246000005.pdf,82056.87,Order: 000234-SHF [114744],"- Order: 000234-SHF [114744],Maas Intersales, Netherlands | - Order: 000234-SHF [114744],Maas Intersales, Netherlands | 20  - Order: 000234-SHF [114744],Maas Intersales, Netherlands | 10  - Order: 000234-SHF [114744],Maas Intersales, Netherlands","10  - Order: 000234-SHF [114744],Maas Intersales, Netherlands",,72772,2183.16,1349.08,7935.79,9284.87,3.635,0,Shufersal,"Maas Intersales, Netherlands",Paid,Commision invoice,ערמונים,Foodz.ex,"By Operation Manager on 12 Jan, 2025 at 8:52 PM",
"SI246000007, 10, 20, 30  - Order: 000395-SHF [114911],Pastificio Mennucci S.P.A, Italy",,SI246000007,2/5/2024,חשבונית 246000007.pdf,9927.119999999999,Order: 000395-SHF [114911],"10, 20, 30  - Order: 000395-SHF [114911],Pastificio Mennucci S.P.A, Italy","10, 20, 30  - Order: 000395-SHF [114911],Pastificio Mennucci S.P.A, Italy",,8718.56,261.5568,175.6,1032.96,1208.56,3.9494,0,Shufersal,"Pastificio Mennucci S.P.A, Italy",Paid,Commision invoice,ניוקי,Foodz.ex,"By Operation Manager on 12 Jan, 2025 at 8:44 PM",
"SI246000008, 20, 30, 10  - Order: 000425-SHF [114814],Viube/Grupo Apex/ Mikso, Spain",,SI246000008,2/5/2024,חשבונית 246000008.pdf,2160.02,Order: 000425-SHF [114814],"20, 30, 10  - Order: 000425-SHF [114814],Viube/Grupo Apex/ Mikso, Spain","20, 30, 10  - Order: 000425-SHF [114814],Viube/Grupo Apex/ Mikso, Spain",,,0.000,313.85,1846.17,2160.02,4,0,Shufersal,"Viube/Grupo Apex/ Mikso, Spain",Paid,Commision invoice,ציפס ירקות,Foodz.ex,"By Operation Manager on 12 Jan, 2025 at 8:37 PM",
"SI246000009, 10  - Order: 000448-SHF [114849],Coppenrath Feingebäck GmbH, Germany",,SI246000009,2/5/2024,חשבונית 246000009.pdf,22701.730000000003,Order: 000448-SHF [114849],"10  - Order: 000448-SHF [114849],Coppenrath Feingebäck GmbH, Germany","10  - Order: 000448-SHF [114849],Coppenrath Feingebäck GmbH, Germany",,20350.83,610.5249,341,2009.32,2350.9,4,0,Shufersal,"Coppenrath Feingebäck GmbH, Germany",Paid,Commision invoice,עוגיות ללא גלוטן,Foodz.ex,"By Operation Manager on 12 Jan, 2025 at 8:34 PM",
"SI246000010, 20, 30, 40, 10  - Order: 000430-SHF [114838],Ciemme, Italy",,SI246000010,2/5/2024,חשבונית 246000010.pdf,17588.79,Order: 000430-SHF [114838],"20, 30, 40, 10  - Order: 000430-SHF [114838],Ciemme, Italy","20, 30, 40, 10  - Order: 000430-SHF [114838],Ciemme, Italy",,15140.2,529.907,355.78,2092.81,2448.59,4,0,Shufersal,"Ciemme, Italy",Paid,Commision invoice,ניוקי,Foodz.ex,"By Operation Manager on 12 Jan, 2025 at 8:17 PM",
"SI246000011, 30, 10, 20  - Order: 000439-SHF [114756],EuroSnacks/ FornoDamiani, Italy",,SI246000011,2/5/2024,חשבונית 246000011.pdf,19271.66,Order: 000439-SHF [114756],"30, 10, 20  - Order: 000439-SHF [114756],EuroSnacks/ FornoDamiani, Italy","30, 10, 20  - Order: 000439-SHF [114756],EuroSnacks/ FornoDamiani, Italy",,16588.8,580.608,389.82,2293.04,2682.86,4,,,"EuroSnacks/ FornoDamiani, Italy",Paid,Commision invoice,חטיפים,Foodz.ex,"By Operation Manager on 12 Jan, 2025 at 8:14 PM",
"SI246000013, 30  - Order: 000420-SHF [114758],Ardo, Belgium",,SI246000013,2/5/2024,חשבונית 246000013.pdf,28032.52,Order: 000420-SHF [114758],"20  - Order: 000420-SHF [114758],Ardo, Belgium | 10  - Order: 000420-SHF [114758],Ardo, Belgium | 30  - Order: 000420-SHF [114758],Ardo, Belgium | 40  - Order: 000420-SHF [114758],Ardo, Belgium | 50  - Order: 000420-SHF [114758],Ardo, Belgium","30  - Order: 000420-SHF [114758],Ardo, Belgium",,24619.68,861.6888,495.88,2916.96,3412.84,4,0,Shufersal,"Ardo, Belgium",Paid,Commision invoice,ירקות קפואים,Foodz.ex,"By Operation Manager on 12 Jan, 2025 at 8:22 PM",
"SI246000014, 50  - Order: 000420-SHF [114758],Ardo, Belgium",,SI246000014,2/5/2024,חשבונית 246000014.pdf,4048.12,Order: 000420-SHF [114758],"20  - Order: 000420-SHF [114758],Ardo, Belgium | 10  - Order: 000420-SHF [114758],Ardo, Belgium | 30  - Order: 000420-SHF [114758],Ardo, Belgium | 40  - Order: 000420-SHF [114758],Ardo, Belgium | 50  - Order: 000420-SHF [114758],Ardo, Belgium","50  - Order: 000420-SHF [114758],Ardo, Belgium",,,0.000,588.19,3459.93,4048.12,4,0,Shufersal,"Ardo, Belgium",Paid,Commision invoice,ירקות קפואים,Foodz.ex,"By Operation Manager on 12 Jan, 2025 at 8:24 PM",
"SI246000015, 40  - Order: 000420-SHF [114758],Ardo, Belgium",,SI246000015,2/5/2024,חשבונית 246000015.pdf,21675.91,Order: 000420-SHF [114758],"20  - Order: 000420-SHF [114758],Ardo, Belgium | 10  - Order: 000420-SHF [114758],Ardo, Belgium | 30  - Order: 000420-SHF [114758],Ardo, Belgium | 40  - Order: 000420-SHF [114758],Ardo, Belgium | 50  - Order: 000420-SHF [114758],Ardo, Belgium","40  - Order: 000420-SHF [114758],Ardo, Belgium",,19042.56,666.4896000000001,382.62,2250.73,2633.35,4,0,Shufersal,"Ardo, Belgium",Paid,Commision invoice,ירקות קפואים,Foodz.ex,"By Operation Manager on 12 Jan, 2025 at 8:26 PM",
"SI246000017, 10  - Order: 000420-SHF [114758],Ardo, Belgium",,SI246000017,2/5/2024,חשבונית 246000017.pdf,26239.22,Order: 000420-SHF [114758],"20  - Order: 000420-SHF [114758],Ardo, Belgium | 10  - Order: 000420-SHF [114758],Ardo, Belgium | 30  - Order: 000420-SHF [114758],Ardo, Belgium | 40  - Order: 000420-SHF [114758],Ardo, Belgium | 50  - Order: 000420-SHF [114758],Ardo, Belgium","10  - Order: 000420-SHF [114758],Ardo, Belgium",,23051.52,806.8032000000001,463.17,2724.53,3187.7,4,0,Shufersal,"Ardo, Belgium",Paid,Commision invoice,ירקות קפואים,Foodz.ex,"By Operation Manager on 12 Jan, 2025 at 8:28 PM",
"SI246000018, 20  - Order: 000420-SHF [114758],Ardo, Belgium",,SI246000018,2/5/2024,חשבונית 246000018.pdf,28268.91,Order: 000420-SHF [114758],"20  - Order: 000420-SHF [114758],Ardo, Belgium | 10  - Order: 000420-SHF [114758],Ardo, Belgium | 30  - Order: 000420-SHF [114758],Ardo, Belgium | 40  - Order: 000420-SHF [114758],Ardo, Belgium | 50  - Order: 000420-SHF [114758],Ardo, Belgium","20  - Order: 000420-SHF [114758],Ardo, Belgium",,24834.6,869.2109999999999,499,2395.31,3434.31,4,0,Shufersal,"Ardo, Belgium",Paid,Commision invoice,ירקות קפואים,Foodz.ex,"By Operation Manager on 12 Jan, 2025 at 8:30 PM",
"SI246000079,",RC249000026,SI246000079,1/5/2024,קובץ חשבוניות-112.pdf,124418.61,Order: 000456-SHF [Adanim ],"1  - Order: 000456-SHF [Adanim ],Adanim Tea,",,,110312.88,3860.9508,2049.55,12056.18,14105.73,3.836,14105.73,Shufersal,,Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000080,",RC249000026,SI246000080,1/5/2024,קובץ חשבוניות-113.pdf,111642.18000000001,Order: 000457-SHF [Adanim ],,,,110312.88,3860.9508,193.15,1136.15,1329.3,3.836,1329.3,ProPlus,,Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000081, - Order: 000234-SHF [114744],Maas Intersales, Netherlands",RC249000025,SI246000081,1/5/2024,קובץ חשבוניות-114.pdf,85618.69,Order: 000234-SHF [114744],"- Order: 000234-SHF [114744],Maas Intersales, Netherlands | - Order: 000234-SHF [114744],Maas Intersales, Netherlands | 20  - Order: 000234-SHF [114744],Maas Intersales, Netherlands | 10  - Order: 000234-SHF [114744],Maas Intersales, Netherlands","- Order: 000234-SHF [114744],Maas Intersales, Netherlands",,75681,2270.43,1443.94,8493.75,9937.69,3.836,9937.69,Shufersal,"Maas Intersales, Netherlands",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000082, 20, 10, 30  - Order: 000422-SHF [115057],Otmuchow - ZAKŁADY PRZEMYSŁU CUKIERNICZEGO, Poland",RC249000025,SI246000082,1/5/2024,קובץ חשבוניות-115.pdf,59301.13,Order: 000422-SHF [115057],"20, 10, 30  - Order: 000422-SHF [115057],Otmuchow - ZAKŁADY PRZEMYSŁU CUKIERNICZEGO, Poland","20, 10, 30  - Order: 000422-SHF [115057],Otmuchow - ZAKŁADY PRZEMYSŁU CUKIERNICZEGO, Poland",,51979.2,1819.272,1063.87,6258.06,7321.93,3.836,7321.93,Shufersal,"Otmuchow - ZAKŁADY PRZEMYSŁU CUKIERNICZEGO, Poland",Paid,Commision invoice,protein,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000083,",RC249000025,SI246000083,1/5/2024,קובץ חשבוניות-116.pdf,3247.37,Order: 000438-SHF [114699],"10  - Order: 000438-SHF [114699],La Doria, Italy | 20  - Order: 000438-SHF [114699],La Doria, Italy | 30  - Order: 000438-SHF [114699],La Doria, Italy | 40  - Order: 000438-SHF [114699],La Doria, Italy | 50  - Order: 000438-SHF [114699],La Doria, Italy | 60  - Order: 000438-SHF [114699],La Doria, Italy | 70  - Order: 000438-SHF [114699],La Doria, Italy | 80  - Order: 000438-SHF [114699],La Doria, Italy",,,,0.000,471.84,2775.53,3247.37,3.836,3247.37,Shufersal,"La Doria, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000084, 10, 20, 30, 40  - Order: 000334-SHF [115220],La Doria, Italy",RC249000025,SI246000084,1/5/2024,קובץ חשבוניות-117.pdf,2625.04,Order: 000334-SHF [115220],"10, 20, 30, 40  - Order: 000334-SHF [115220],La Doria, Italy","10, 20, 30, 40  - Order: 000334-SHF [115220],La Doria, Italy",115220,,0.000,381.42,2243.62,2625.04,4,2625.04,Shufersal,"La Doria, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000085, 10, 20  - Order: 000339-SHF [115111],Serena, Bulgary",RC249000025,SI246000085,1/5/2024,קובץ חשבוניות-118.pdf,19891.510000000002,Order: 000339-SHF [115111],"10, 20  - Order: 000339-SHF [115111],Serena, Bulgary","10, 20  - Order: 000339-SHF [115111],Serena, Bulgary",,17435.52,523.0656,356.85,2099.14,2455.99,3.836,2455.99,Shufersal,"Serena, Bulgary",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000086, 10  - Order: 000427-SHF [114982],Crispy food, Denmark",RC249000025,SI246000086,1/5/2024,קובץ חשבוניות-119.pdf,6112.67,Order: 000427-SHF [114982],"10  - Order: 000427-SHF [114982],Crispy food, Denmark","10  - Order: 000427-SHF [114982],Crispy food, Denmark",,,0.000,888.17,5224.5,6112.67,3.836,6112.67,Shufersal,"Crispy food, Denmark",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000087, 10, 20, 30, 40, 50, 60  - Order: 000323-SHF [115217],Vicenzi, Italy",RC249000025,SI246000087,1/5/2024,קובץ חשבוניות-120.pdf,18656.97,Order: 000323-SHF [115217],"10, 20, 30, 40, 50, 60  - Order: 000323-SHF [115217],Vicenzi, Italy","10, 20, 30, 40, 50, 60  - Order: 000323-SHF [115217],Vicenzi, Italy",,,0.000,2710.84,15946.13,18656.97,3.836,18656.97,Shufersal,"Vicenzi, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000089, 40  - Order: 000411-SHF [115048],Ardo, Belgium",RC249000025,SI246000089,1/5/2024,קובץ חשבוניות-122.pdf,3387.06,Order: 000411-SHF [115048],"10  - Order: 000411-SHF [115048],Ardo, Belgium | 40  - Order: 000411-SHF [115048],Ardo, Belgium | 20  - Order: 000411-SHF [115048],Ardo, Belgium | 30  - Order: 000411-SHF [115048],Ardo, Belgium","40  - Order: 000411-SHF [115048],Ardo, Belgium",,,0.000,492.14,2894.92,3387.06,3.836,3387.06,Shufersal,"Ardo, Belgium",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000090, 10  - Order: 000329-SHF [114696],Ardo, Belgium",RC249000025,SI246000090,1/5/2024,קובץ חשבוניות-123.pdf,3402.27,Order: 000329-SHF [114696],"10  - Order: 000329-SHF [114696],Ardo, Belgium | 30  - Order: 000329-SHF [114696],Ardo, Belgium | 40  - Order: 000329-SHF [114696],Ardo, Belgium | 20  - Order: 000329-SHF [114696],Ardo, Belgium","10  - Order: 000329-SHF [114696],Ardo, Belgium",,,0.000,494.35,2907.92,3402.27,3.836,3402.27,Shufersal,"Ardo, Belgium",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000091,",,SI246000091,1/5/2024,קובץ חשבוניות-124.pdf,33867.44,Order: 000411-SHF [115048],"10  - Order: 000411-SHF [115048],Ardo, Belgium | 40  - Order: 000411-SHF [115048],Ardo, Belgium | 20  - Order: 000411-SHF [115048],Ardo, Belgium | 30  - Order: 000411-SHF [115048],Ardo, Belgium",,29010 ,29684.6,890.5379999999999,607.76,3575.08,4182.84,4,4182.84,Shufersal,"Ardo, Belgium",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000078, 1  - Order: 000511-PRP [4],Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey",RC249000029,SI246000078,30/4/2024,קובץ חשבוניות-111.pdf,96107.33,,,"1  - Order: 000511-PRP [4],Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey",24121,90123.84,1351.8576,869.4,5114.09,5983.49,3.783,5983.49,ProPlus,"Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000077, 1  - Order: 000521-MMOA [],Poyraz, Turkey",RC249000040,SI246000077,28/4/2024,קובץ חשבוניות-110.pdf,1228554.59,,,"1  - Order: 000521-MMOA [],Poyraz, Turkey",,1128960,22579.2,14471.01,85123.58,99594.59,3.77,99594.59,Marav Mazonkol (Osher Ad),"Poyraz, Turkey",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000075, 1  - Order: 000521-MMOA [],Poyraz, Turkey",RC249000023,SI246000075,21/4/2024,קובץ חשבוניות-108.pdf,765914.83,,,"1  - Order: 000521-MMOA [],Poyraz, Turkey",,705600,14112,8763.69,51551.14,60314.83,3.653,60314.83,Marav Mazonkol (Osher Ad),"Poyraz, Turkey",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000076,",RC249000019,SI246000076,21/4/2024,קובץ חשבוניות-109.pdf,117046.21,Order: 000456-SHF [Adanim ],"1  - Order: 000456-SHF [Adanim ],Adanim Tea,",,,110312.88,3860.9508,978.35,5754.98,6733.33,3.836,6733.33,Shufersal,,Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000060, 10, 20, 30, 40  - Order: 000473-SHF [114901],Ciemme, Italy",RC249000018,SI246000060,16/4/2024,38603b76DF9E753A4DE4083970416651BC6E610.pdf,17629.23,Order: 000473-SHF [114901],"10, 20, 30, 40  - Order: 000473-SHF [114901],Ciemme, Italy","10, 20, 30, 40  - Order: 000473-SHF [114901],Ciemme, Italy",28890,15158.39,530.54365,359.01,2111.83,2470.84,3.9805,2470.84,Shufersal,"Ciemme, Italy",Paid,Commision invoice,,Foodz.ex,"By Success Management on 16 Jan, 2025 at 11:23 AM",
"SI246000068,",RC249000018,SI246000068,7/4/2024,39a03e80E6C0B20551F487EA910DF21DFFF69F9.pdf,14226.57,Order: 000442-SHF [115000],"20, 10  - Order: 000442-SHF [115000],Polenghi, Italy",,28816,12233.25,428.16375,289.63,1703.69,1993.32,3.9791,1993.32,Shufersal,"Polenghi, Italy",Paid,Commision invoice,מיץ לימון,Foodz.ex,"By Success Management on 16 Jan, 2025 at 12:39 PM",
"246000057S, 10, 20, 30  - Order: 000390-SHF [114751],Pastificio Mennucci S.P.A, Italy",,246000057S,4/4/2024,חשבונית 246000057.pdf,70720.45,Order: 000390-SHF [114751],"10, 20, 30  - Order: 000390-SHF [114751],Pastificio Mennucci S.P.A, Italy","10, 20, 30  - Order: 000390-SHF [114751],Pastificio Mennucci S.P.A, Italy",28782,62628.64,1878.8591999999999,1175.73,6916.08,8091.81,4,,Shufersal,"Pastificio Mennucci S.P.A, Italy",New,Commision invoice,פסטה ללא גלוטן,Foodz.ex,"By Operation Manager on 12 Jan, 2025 at 9:44 PM",
"SI246000053,",RC249000022,SI246000053,4/4/2024,קובץ חשבוניות-86.pdf,43344.92,,,,,39935,798.7,495.46,2914.46,3409.92,3.649,3409.92,ProPlus,"Armada foods, Turkey",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000054, 1  - Order: 000507-PRP [3],Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey",RC249000022,SI246000054,4/4/2024,קובץ חשבוניות-87.pdf,96430.54000000001,,,"1  - Order: 000507-PRP [3],Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey",24061,90616.32,1359.2448,844.8,4969.42,5814.22,3.656,5814.22,ProPlus,"Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000057,",,SI246000057,4/4/2024,קובץ חשבוניות-90.pdf,70720.45,"Order: 000388-SHF [114843], Order: 000390-SHF [114751]","10, 20, 30  - Order: 000390-SHF [114751],Pastificio Mennucci S.P.A, Italy",,28782 ,62628.64,1878.8591999999999,1175.73,6916.08,8091.81,4,8091.81,Shufersal,"Pastificio Mennucci S.P.A, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000061 ,",RC249000018,SI246000061 ,4/4/2024,חשבונית 246000061.pdf,36046.62,Order: 000326-SHF [114497],"10, 20, 30  - Order: 000326-SHF [114497],La Doria, Italy | 100, 110, 130, 120  - Order: 000326-SHF [114497],La Doria, Italy | 70, 80, 90  - Order: 000326-SHF [114497],La Doria, Italy | 210, 190, 180, 200  - Order: 000326-SHF [114497],La Doria, Italy | 140, 150, 160, 170  - Order: 000326-SHF [114497],La Doria, Italy | 40, 50, 60  - Order: 000326-SHF [114497],La Doria, Italy",,28775,30996,1084.86,733.85,4316.77,5050.62,3.9791,5050.62,Shufersal,"La Doria, Italy",Paid,Commision invoice,רוטב עגבניות,Foodz.ex,"By SmartSuite Automation on 7 Jan, 2025 at 12:00 PM",
"SI246000061, 40, 50, 60  - Order: 000326-SHF [114497],La Doria, Italy",,SI246000061,4/4/2024,חשבונית 246000061.pdf,36046.62,Order: 000326-SHF [114497],"10, 20, 30  - Order: 000326-SHF [114497],La Doria, Italy | 100, 110, 130, 120  - Order: 000326-SHF [114497],La Doria, Italy | 70, 80, 90  - Order: 000326-SHF [114497],La Doria, Italy | 210, 190, 180, 200  - Order: 000326-SHF [114497],La Doria, Italy | 140, 150, 160, 170  - Order: 000326-SHF [114497],La Doria, Italy | 40, 50, 60  - Order: 000326-SHF [114497],La Doria, Italy","40, 50, 60  - Order: 000326-SHF [114497],La Doria, Italy",,30996,1084.86,733.85,4316.77,5050.62,4,0,Shufersal,"La Doria, Italy",Paid,Commision invoice,רטבי עגבניות,Foodz.ex,"By SmartSuite Automation on 9 Jan, 2025 at 1:25 PM",
"SI246000062 ,",RC249000018,SI246000062 ,4/4/2024,36c03bd738D439D64D7499F8129C1BCF03DF949.pdf,41555.71,Order: 000326-SHF [114497],"10, 20, 30  - Order: 000326-SHF [114497],La Doria, Italy | 100, 110, 130, 120  - Order: 000326-SHF [114497],La Doria, Italy | 70, 80, 90  - Order: 000326-SHF [114497],La Doria, Italy | 210, 190, 180, 200  - Order: 000326-SHF [114497],La Doria, Italy | 140, 150, 160, 170  - Order: 000326-SHF [114497],La Doria, Italy | 40, 50, 60  - Order: 000326-SHF [114497],La Doria, Italy",,28789,35733.2,1250.6619999999998,846.01,4976.5,5822.51,3.9791,5822.51,Shufersal,"La Doria, Italy",Paid,Commision invoice,רטבי עגבניות,Foodz.ex,"By Success Management on 16 Jan, 2025 at 11:45 AM",
"SI246000062 , 140, 150, 160, 170  - Order: 000326-SHF [114497],La Doria, Italy",RC249000018,SI246000062 ,4/4/2024,,34928.51,Order: 000326-SHF [114497],"10, 20, 30  - Order: 000326-SHF [114497],La Doria, Italy | 100, 110, 130, 120  - Order: 000326-SHF [114497],La Doria, Italy | 70, 80, 90  - Order: 000326-SHF [114497],La Doria, Italy | 210, 190, 180, 200  - Order: 000326-SHF [114497],La Doria, Italy | 140, 150, 160, 170  - Order: 000326-SHF [114497],La Doria, Italy | 40, 50, 60  - Order: 000326-SHF [114497],La Doria, Italy","140, 150, 160, 170  - Order: 000326-SHF [114497],La Doria, Italy",28789 ,29106,1018.71,84601,4976.5,5822.51,4,5822.51,Shufersal,"La Doria, Italy",Paid,Commision invoice,,Foodz.ex,"By SmartSuite Automation on 8 Jan, 2025 at 1:49 PM",
"SI246000064,",RC249000018, SI246000064,4/4/2024,37503d81AA35B1DF43A459EAA288B9D1368E48A.pdf,45959.55,Order: 000438-SHF [114699],"10  - Order: 000438-SHF [114699],La Doria, Italy | 20  - Order: 000438-SHF [114699],La Doria, Italy | 30  - Order: 000438-SHF [114699],La Doria, Italy | 40  - Order: 000438-SHF [114699],La Doria, Italy | 50  - Order: 000438-SHF [114699],La Doria, Italy | 60  - Order: 000438-SHF [114699],La Doria, Italy | 70  - Order: 000438-SHF [114699],La Doria, Italy | 80  - Order: 000438-SHF [114699],La Doria, Italy",,28882,39520,1383.2,935.66,5503.89,6439.55,3.9791,6439.55,Shufersal,"La Doria, Italy",Paid,Commision invoice,,Foodz.ex,"By Success Management on 16 Jan, 2025 at 12:27 PM",
"SI246000055,",,SI246000055,3/4/2024,קובץ חשבוניות-88.pdf,585950.0599999999,Order: 000363-SHF [115147],"10  - Order: 000363-SHF [115147],Poyraz, Turkey",,28817,539481.6,10789.632,6751.83,39716.63,46468.46,4,46468.46,Shufersal,"Poyraz, Turkey",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000056,",RC249000018,SI246000056,3/4/2024,קובץ חשבוניות-89.pdf,19291.86,,,,28921,16588.8,580.608,392.75,2310.31,2703.06,3.836,2703.06,Shufersal,"EuroSnacks/ FornoDamiani, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000061,",RC249000018,SI246000061,3/4/2024,קובץ חשבוניות-94.pdf,36046.62,Order: 000326-SHF [114497],"10, 20, 30  - Order: 000326-SHF [114497],La Doria, Italy | 100, 110, 130, 120  - Order: 000326-SHF [114497],La Doria, Italy | 70, 80, 90  - Order: 000326-SHF [114497],La Doria, Italy | 210, 190, 180, 200  - Order: 000326-SHF [114497],La Doria, Italy | 140, 150, 160, 170  - Order: 000326-SHF [114497],La Doria, Italy | 40, 50, 60  - Order: 000326-SHF [114497],La Doria, Italy",,,30996,1084.86,733.85,4316.77,5050.62,3.836,5050.62,Shufersal,"La Doria, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000049,",RC249000028,SI246000049,28/3/2024,קובץ חשבוניות-82.pdf,13915.53,,,,,12217.5,366.525,246.72,1451.31,1698.03,3.836,1698.03,Harduf - All Organics,"Castelfood srl, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000046,",RC249000014,SI246000046,19/3/2024,קובץ חשבוניות-79.pdf,609511.74,Order: 000401-CIML [10005551],"20  - Order: 000401-CIML [10005551],Poyraz, Turkey | 10  - Order: 000401-CIML [10005551],Poyraz, Turkey",,,559641.6,11192.832,7246.09,42624.05,49870.14,3.836,49870.14,Shufersal,"Poyraz, Turkey",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000047, 1  - Order: 000501-PRP [5/1],Solana, Italy1  - Order: 000502-PRP [4],Solana, Italy",,SI246000047,19/3/2024,קובץ חשבוניות-80.pdf,26606.47,,,"1  - Order: 000501-PRP [5/1],Solana, Italy, 1  - Order: 000502-PRP [4],Solana, Italy",,22880,0.000,541.45,3185.02,3726.47,4,3726.47,Foodz,"Solana, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000048, 1  - Order: 000501-PRP [5/1],Solana, Italy1  - Order: 000502-PRP [4],Solana, Italy",RC249000022,SI246000048,19/3/2024,קובץ חשבוניות-81.pdf,26580.239999999998,Order: 000501-PRP [5/1],"1  - Order: 000501-PRP [5/1],Solana, Italy","1  - Order: 000501-PRP [5/1],Solana, Italy, 1  - Order: 000502-PRP [4],Solana, Italy",,22880,0.000,537.64,3162.6,3700.24,3.836,3700.24,Foodz,"Solana, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000045,",,SI246000045,12/3/2024,קובץ חשבוניות-78.pdf,64279.579999999994,Order: 000462-MTL [505041],,,,60410.88,906.1632,562.12,3306.58,3868.7,4,3868.7,Middle Trade ltd.,"Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000041,",RC249000010,SI246000041,11/3/2024,קובץ חשבוניות-74.pdf,21149,Order: 000456-SHF [Adanim ],"1  - Order: 000456-SHF [Adanim ],Adanim Tea,",,7900487758,,0.000,3072.93,18076.07,21149,4,21149,Shufersal,,Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000042,",RC249000028,SI246000042,11/3/2024,קובץ חשבוניות-75.pdf,39129.44,Order: 000525-HAL [1-24 / 1209609],"10, 82, 83, 84, 85  - Order: 000525-HAL [1-24 / 1209609],Greenyard Frozen, Belgium",,,34375.73,1031.2719,690.71,4063,4753.71,3.836,4753.71,Harduf - All Organics,"GreenYard, Belgium",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
